"placename","othername","designator","location","remarks","infosource","RandID"
"Pine Grove Church of the Brethren Cemetery","   -","Cemetery","Lacey Spring, Rockingham County, Virginia.  Located on Simmers Valley Road (Route 619) west of Lacey Spring. This area is known as Simmers Hollow.  The cemetery is on the hill behind and East of the church in the field at the top of the hill, about 0","   -","HRHS Cemeteries Database 2013","332750781310"
"Pine Grove Dunkard Church","(See also, Pine Grove Church of the Brethren)","Church","Linville. 2 miles NE","Dunkard","HRHS Churches Database 2013","53214422579"
"Pine Knob","   -","Mountain","Elevation about 2710'. On Shenandoah Mountain about 3.3 mi NWW of Criders.","   -","HRHS Archives # 86 Whitmer","333402792297"
"Pine Knob School","   -","School","On SR 655. About 4 mi ESE of Cross Keys.","   -","HRHS Archives # 86 Whitmer","432953355544"
"Pine Mountain","   -","Mountain","Elevation 2017'. About 2.7 mi NE of Huckleberry Mountain.","Only southern side of Pine Mountain is in Rockingham Co.","HRHS Archives # 86 Whitmer","590453363254"
"Pinefield Gap","   -","Gap","Elevation 2530'. An air gap in the Blue Ridge about 3.9 mi E of Rockytop","   -","HRHS Archives # 86 Whitmer","919721451222"
"Pinerville School","   -","School","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","972517316749"
"Pineville","   -","Community","At intersection of SR 672 and 658. About 2.8 mi ESE of Cross Keys.","   -","HRHS Archives # 86 Whitmer","456743935038"
"Pineville School","   -","School","On SR 672 at Pineville. About 2.8 mi ESE of Cross Keys","   -","HRHS Archives # 86 Whitmer","663325488566"
"Piney Mountain","Abrams Mountain","Mountain","Elevation 1975'. About 1.8 mi NE of Huckleberry Mountain.","   -","HRHS Archives # 86 Whitmer","904505926063"
"Piney Mountain","   -","Mountain","Elevation 1503'. About 4.8 mi W of Elkton","   -","HRHS Archives # 86 Whitmer","40017024978"
"Pirkey Family Cemetery","   -","Cemetery","East of Harrisonburg, Rockingham County, Virginia.  From the corner of Main Street (Route 11) south and Port Republic Road (Route 659), travel east 5.3 miles on Port Republic Road.  Cemetery is located on the SW corner of Route 659 (Port Republic Roa","   -","HRHS Cemeteries Database 2013","872047524626"
"Plains Church","   -","Church","On SR 953. About 2.8 mi W of New Market.","   -","HRHS Archives # 86 Whitmer","519072069943"
"Plains District","Plains Magisterial District","Area","Plains Magisterial District is the northermost one in Rockingham Co. Includes Bergton, Fulks Ru, Broadway, Lacey Springs.","   -","HRHS Archives # 86 Whitmer","618311266867"
"Plains Magisterial District","Plains District","Area","   -","   -","HRHS Archives # 86 Whitmer","866520310900"
"Plains Meetinghouse","   -","Church","The Plains","Dunkard","HRHS Churches Database 2013","480449809018"
"Plains Mill","Arbogast Mill","Mill","Timberville","   -","HRHS Mill Books","330168156528"
"Plains Mill","Plains Mills","Community","At intersection of SR 953 and 960. About 1.5 mi W of New Market.","   -","HRHS Archives # 86 Whitmer","328391946436"
"Plains Mills","Plains Mill","Community","   -","   -","HRHS Archives # 86 Whitmer","521304324740"
"Plains School","No. 11","School","East Plains","P. 24","1885 Lakes Atlas Revised 2013","858710585969"
"Plains School Number 11","   -","School","On SR 953. About 3.2 mi W of New Market.","   -","HRHS Archives # 86 Whitmer","737911664903"
"Plains Schoolhouse / Academy","   -","Church","Timberville. Three miles northeast.(No longer exists)","Lutheran / Dunkard / Mennonite","HRHS Churches Database 2013","766379923311"
"Planing Mill","   -","Business","East Plains","P. 25","1885 Lakes Atlas Revised 2013","214004923021"
"Pleasant Grove Cemetery","   -","Cemetery","East Ashby","P. 7","1885 Lakes Atlas Revised 2013","750541297531"
"Pleasant Grove Church","Grove Church, U.B. Church","Church","About 2.4 mi S of Mt. Crawford. At intersection of US Rt.11 and SR 690","Pit G named 'Grove Church, Show G, P.7 shown as U.B. Ch","HRHS Archives # 86 Whitmer","5836970055"
"Pleasant Grove EUB Church Cemetery","   -","Cemetery","South of Mt. Crawford, Rockingham County, Virginia.  From downtown Harrisonburg, take Route 11 south for approximate11 miles.  Cemetery and church are on the right at the intersection of Route 11 and Route 690 (Summit Church Road).","   -","HRHS Cemeteries Database 2013","127514781660"
"Pleasant Grove School","No 34","School","East Ashby","P. 7","1885 Lakes Atlas Revised 2013","561758492216"
"Pleasant Grove School Number 34","Grove School","School","   -","Pit G named 'Grove School'","HRHS Archives # 86 Whitmer","786412208760"
"Pleasant Grove Station","   -","Church","Mt. Crawford, south on Rt. 11.","United Brethren in Christ","HRHS Churches Database 2013","44471825911"
"Pleasant Grove U.B. Ch","   -","Church","East Ashby","P. 7","1885 Lakes Atlas Revised 2013","362634377442"
"Pleasant Hill Church","Bethlehem Church","Church","On Pleasant Hill Road","Pit G probably named 'Bethlehem Church'","HRHS Archives # 86 Whitmer","205067020055"
"Pleasant Hill School","Pleasant Hill School Number 15","School","On Pleasant Hill Road. About 3.1 mi ESE of Mole Hill.","   -","HRHS Archives # 86 Whitmer","253858802152"
"Plesant Valley School","   -","School","On SR 679. About 2.7 mi SW of Massanetta Springs Community.","   -","HRHS Archives # 86 Whitmer","752299265866"
"Plesant Valley Station","Pleasant Valley, Rockingham","Community","   -","   -","HRHS Archives # 86 Whitmer","644325383920"
"Plesasant Valley","Rockingham, Rockingham Post Office","Community","At intersection of SR 679 & 704. About 3 mi SSW of Harrisonburg.","VDOT named 'Rockingham', Lake G shows Rockingham Post Office","HRHS Archives # 86 Whitmer","828684908819"
"Pollock House","   -","Structure","Harrisonburg","P. 16","1885 Lakes Atlas Revised 2013","347669950441"
"Pollock Hse","   -","Structure","Harrisonburg","P. 17","1885 Lakes Atlas Revised 2013","208411896753"
"Polser (Palser) Family Cemetery","   -","Cemetery","Keezletown, Rockingham County, Virginia.  East of Harrisonburg near Route 33. Located on the farm of James Ewell Shomo in Keezletown, Virginia.","   -","HRHS Cemeteries Database 2013","811763165012"
"Pond","   -","Lake","East Central","P. 13","1885 Lakes Atlas Revised 2013","161484258590"
"Pond","   -","Lake","East Linville Creek","P. 19","1885 Lakes Atlas Revised 2013","470884772430"
"Pond","   -","Lake","East Plains","P. 24","1885 Lakes Atlas Revised 2013","811538657104"
"Pond Knob","   -","Mountain","Elevation about 3560'. On Shenandoah Mountain, about 5.7 mi ENE of Reddish Knob.","   -","HRHS Archives # 86 Whitmer","814441944271"
"Pond Ridge","   -","Mountain","Elevation about 3000'. Extends SSW-NNE about 1 mi. Center about 1.6 mi SE of Bald Knob.","   -","HRHS Archives # 86 Whitmer","777687507890"
"Ponds Fish","   -","Lake","Keezeltown","P. 27","1885 Lakes Atlas Revised 2013","922177328736"
"Port Republic","   -","Community","At intersection of SR 59 & 605, and at confluence of North River and South River. The beginning of South Fork Shenandoah River.","   -","HRHS Archives # 86 Whitmer","531828975082"
"Port Republic","   -","Town'","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","973248342979"
"Port Republic Academy","   -","School","At SR 605 in Port Republic","   -","HRHS Archives # 86 Whitmer","615320216793"
"Port Republic Battle Monument","Battle of Port Republic","Monument","On U.S. Rt.340. About 2.4 mi E of Port Republic.","   -","HRHS Archives # 86 Whitmer","647070039181"
"Port Republic Cemetery","   -","Cemetery","Port Republic, Rockingham County, Virginia.  In Harrisonburg, from the corner of Main Street (Route 11) and Port Republic Road (Route 659), travel east 11.1 miles on Port Republic Road.  Turn right onto Route 605 (Main Street).  Route 605 turns left","   -","HRHS Cemeteries Database 2013","523066645518"
"Port Republic Episcopal Church","   -","Church","Port Republic","Protestant Episcopal","HRHS Churches Database 2013","938828095505"
"Port Republic Methodist Church","   -","Church","Port Republic","Methodist Episcopal","HRHS Churches Database 2013","758615226121"
"Port Republic Methodist Church (Colored)","   -","Church","Port Republic","Methodist","HRHS Churches Database 2013","619214463558"
"Port Republic Methodist Church Abandoned Cemetery","   -","Cemetery","Port Republic, Rockingham County, Virginia.  In Harrisonburg, from the corner of Main Street (Route 11) and Port Republic Road (Route 659), travel east 11.1 miles on Port Republic Road.  Cemetery is located on River Road on the west bank of the South","   -","HRHS Cemeteries Database 2013","634050961506"
"Port Republic Mill","   -","Mill","Port Republic","   -","HRHS Mill Books","873226176042"
"Port Republic Old Presbyterian Church Cemetery","   -","Cemetery","Port Republic, Rockingham County, Virginia.  In Harrisonburg, from the corner of Main Street (Route 11) and Port Republic Road (Route 659), travel east 11.1 miles on Port Republic Road.  Turn right onto Route 605 (Main Street).  Travel 1/10th mile an","   -","HRHS Cemeteries Database 2013","719900238083"
"Port Republic Road","Menorial Road","Road","A road extending generally NNW-SSE. Begins in Harrisonburg as present Reservoir St and probably ends at intersection of SR 605 and 659 at Port Republic. Is now portions of present day Reservoir St and SR 659 an d710. Extends about 10.8 mi in Rockingh","   -","HRHS Archives # 86 Whitmer","89063445191"
"Port Republic School","   -","School","On SR 659. About .3 mi SSE of Port Republic","   -","HRHS Archives # 86 Whitmer","12045996638"
"Port Republic Station","   -","Railroad","On SR 659. About .6 mi SSE of Port Republic.","Lake G the station served the Shenandoah Valley RR, now the Norfolk & Western RR","HRHS Archives # 86 Whitmer","823258750821"
"Post Off.","   -","Post Office","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","801856851277"
"Post Office",,"Post Office","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 10","1885 Lakes Atlas Revised 2013","141608134503"
"Post Office","   -","Post Office","East Plains","P. 25","1885 Lakes Atlas Revised 2013","364905751579"
"Post Office","   -","Post Office","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","845540366214"
"Pott Republic Sta","   -","Community","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","49708058788"
"Pottery","   -","Business","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","259068650305"
"Pottery","   -","Business","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","351303465842"
"Pottery","   -","Business","East Central","P. 12","1885 Lakes Atlas Revised 2013","926705658377"
"Pottery","   -","Business","West Central","P. 15","1885 Lakes Atlas Revised 2013","319755994746"
"Pottery","   -","Business","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","420734662144"
"Powder Mill","   -","Mill","Pleasant Valley","   -","HRHS Mill Books","513123064798"
"Powell Gap","Powells Gap","Gap","An air gap in the Blue Ridge, about 3.5 mi SW of Swift Run Gap. Elevation 2294'.","Lake G named Powells Gap","HRHS Archives # 86 Whitmer","501920686752"
"Powell Gap Raod","   -","Road","A road which extended generally NNW-SSE up Eaton Hollow. Began at intersection of SR 627 and 628 at Beldor and ended in Rockingham Co. at Powell Gap. Is now apparently an unimproved raod and jeep trail. Extended about 2.3 mi in Rockingham Co.","Show G, p.23 named Powells Gap Road","HRHS Archives # 86 Whitmer","428760104582"
"Powell Mill","   -","Mill","Beldor","   -","HRHS Mill Books","488403550342"
"Powells Gap","Powell Gap","Gap","   -","   -","HRHS Archives # 86 Whitmer","616329775708"
"Powell's Gap","   -","Gap","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","684688814299"
"Powells Gap Road","Powell Gap Road","Road","   -","   -","HRHS Archives # 86 Whitmer","619050729914"
"Presby. Church","   -","Church","Broadway - Timberville","P. 29","1885 Lakes Atlas Revised 2013","535535583809"
"Presbyterian Ch.","   -","Church","Harrisonburg","P. 17","1885 Lakes Atlas Revised 2013","895470717275"
"Presbyterian Church","   -","Church","East Central","P. 12","1885 Lakes Atlas Revised 2013","596258944269"
"Presbyterian Parsonag","   -","Church","East Central","P. 12","1885 Lakes Atlas Revised 2013","416272152930"
"Price & Shunks","   -","Business","Harrisonburg","P. 17","1885 Lakes Atlas Revised 2013","460439311799"
"Prospect Knob","   -","Mountain","Elevation about 2540'. Near NE end of Narrow Back Mountain. About 4.2 mi N of Briery Branch Community.","   -","HRHS Archives # 86 Whitmer","624435057538"
"Prospect Knob","   -","Mountain","Elevation 3271'. Extends W-E about 2.3 mi, highest point about 2.9 mi W of Rawley Springs.","See other Prospect Know on Bri. Br. A. This one could be a mistake.","HRHS Archives # 86 Whitmer","229303939238"
"Prospect View","   -","Mountain","At NE end of Narrow Back Mountain. Elevation about 2320'. About .4 mi SW of Rawley Springs.","   -","HRHS Archives # 86 Whitmer","687625249885"
"Prospect View","   -","Mountain","West Central","P. 15","1885 Lakes Atlas Revised 2013","773242657067"
"Prospect View","   -","Mountain","Rawley Springs","P. 27","1885 Lakes Atlas Revised 2013","487422457210"
"Prospect View Mtn.","   -","Mountain","West Ashby","P. 9","1885 Lakes Atlas Revised 2013","544243255363"
"Public School","   -","School","Harrisonburg","P. 16","1885 Lakes Atlas Revised 2013","473940871341"
"Public School","   -","School","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 11","1885 Lakes Atlas Revised 2013","223447586781"
"Public Spring","   -","Spring","Linville","P. 22","1885 Lakes Atlas Revised 2013","177548282438"
"Public Spring (Lin)","   -","Spring","Linville","P. 22","1885 Lakes Atlas Revised 2013","314550286025"
"Pure Village Landing Strip","   -","Business","Elevation 1179'. About 1.3 mi W of Pleasant Valley Community. An unimproved airplane landing area.","   -","HRHS Archives # 86 Whitmer","192493710576"
"Quail Run","Quails Run","Stream","Rises about 3 mi S of Lairds Knob, near 38 24 16N, 78 44 15W, flows ENE about 6.7 mi into Boone Run near 38 25 36N, 78 38 16W, about 1.7 mi NW of Elkkton.","   -","HRHS Archives # 86 Whitmer","815485286605"
"Quails Run","Quail Run","Stream","   -","   -","HRHS Archives # 86 Whitmer","487599794810"
"Quail's Run","   -","Stream","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","87150686588"
"Quality Feeds","   -","Mill","Broadway","   -","HRHS Mill Books","640920553676"
"R R. Shen. Val","   -","Railroad","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","385486035136"
"R. R Valley BR B&O","   -","Railroad","East Linville Creek","P. 18","1885 Lakes Atlas Revised 2013","312719519865"
"R. R. Grade","   -","Railroad","Dayton","P. 22","1885 Lakes Atlas Revised 2013","373747108536"
"R.R.","Wc & S.L.","Railroad","Bwtr, Mt. Crfd, Rushvl, Sprg Crk","P. 11","1885 Lakes Atlas Revised 2013","5819237678"
"R.R. Grade W.C. & S.L.","   -","Railroad","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","940680032716"
"Raccoon Run","Kephart Run","Stream","Rises about 1.2 mi S of Bald Knob, near 38 34 22N, 79 03 25W, flows SSW about 2.2 mi iknto Kepart Run near 38 32 47N, 79 04 08W, about 3 mi S of Bald Knob.","   -","HRHS Archives # 86 Whitmer","595925570797"
"Radar Church","Rader Church, Rader's Church","Church","On SR 615. About .8 mi NNW of Timberville","Rader's Church, Rader Church","HRHS Archives # 86 Whitmer","347387369096"
"Rader Church","Radar Church","Church","   -","   -","HRHS Archives # 86 Whitmer","750583189276"
"Rader Church Road","Roders Church Road","Road","   -","   -","HRHS Archives # 86 Whitmer","316303843221"
"Rader Family Cemetery","   -","Cemetery","Broadway area, Rockingham County, Virginia.   From Harrisonburg, take Route 42 north and turn left onto Route 809 (Trissels Road).  Go approximately 3/4 mile and cemetery was located across the road from the Kline Family Cemetery.","   -","HRHS Cemeteries Database 2013","405204174004"
"Rader Knob","   -","Mountain","Elevation about 3320'. About 1.8 mi NE of Cow Knob.","   -","HRHS Archives # 86 Whitmer","285241184322"
"Rader Mill","   -","Mill","Timberville","   -","HRHS Mill Books","861903888524"
"Rader Mountain","   -","Mountain","Elevation 3646'. Extends SSW-NNE about 3 mi. About 4 mi S of Cow Knob","   -","HRHS Archives # 86 Whitmer","822078422093"
"Rader Mountain Trail","   -","Road","A jeep trail in George Washington Natl Forest, extending SSW-NNE about 4.3 mi along Rader Mountain. Center near 38 366 51N, 79 06 56W.","   -","HRHS Archives # 86 Whitmer","329372320142"
"Rader Run","   -","Stream","Rises about 3.1 mi NW of Bergton, near 38 47 46N, 79 59 22W. Flows SE about 3 mi into Bennett Run near 38 46 22N, 78 57 04W, about .5 mi NW of Bergton.","   -","HRHS Archives # 86 Whitmer","313404261775"
"Raders Chapel Road","   -","Road","   -","   -","HRHS Archives # 86 Whitmer","837407812186"
"Rader's Church","   -","Church","   -","   -","HRHS Archives # 86 Whitmer","635350491268"
"Raders Lutheran Church","Refer to: R?ders Lutheran Church","Church","Timberville. West of town.","Lutheran","HRHS Churches Database 2013","966078660889"
"Raders Lutheran Church Cemetery","   -","Cemetery","Broadway area, Rockingham County, Virginia. West of Timberville, Rockingham County, Virginia.  From downtown Harrisonburg, take Route 42 North.  In Broadway, Route 42 turns right and then left.  (Names for Route 42 are Harpine Highway, E. Lee St., Ti","   -","HRHS Cemeteries Database 2013","603271846088"
"Railroad Howwow","   -","Valley","Runs WSW to ENE, then NW to SE. Extends about 1.5 mi, mouth of hollow opens onto Skidmore Fork (and Skidmore Reservoir) near 38 34 09N, 79 08 40W. Hollow begins near 38 34 19N, 79 10 10W. Center about 1 mi NE of High Knob.","   -","HRHS Archives # 86 Whitmer","940468172356"
"Rainbow","   -","Community","At intersection of SR 622 and 623. about .7 mi South of Huckleberry mountain","   -","HRHS Archives # 86 Whitmer","970575844130"
"Ralph Heatwole Place Cemetery","   -","Cemetery","Hinton area, Rockingham County, Virginia.  Was located on hill, by a new home, north of Route 752, south of Hinton, Virginia.","   -","HRHS Cemeteries Database 2013","899383800162"
"Ralph Phillips Place Cemetery","   -","Cemetery","Rockingham County, Virginia. Cemetery is located on Route 612 at foot of North Mountain on the Ralph Phillips Place.","   -","HRHS Cemeteries Database 2013","612905799215"
"Rattlesnake Run","   -","Stream","Rises about 3.7 mi E of Bergton, near 38 45 26N, 78 52 31W, flows WNW about 2 mi into Spruce Run near 38 46 06N, 78 54 05W, about 2.2 mi E of Bergton.","   -","HRHS Archives # 86 Whitmer","402852890236"
"Rawley Spgs. Tnpk.","   -","Road","East Central","P. 12","1885 Lakes Atlas Revised 2013","322583804"
"Rawley Spgs Tnpk","Tnpk","Road","West Central","P. 15","1885 Lakes Atlas Revised 2013","629657301649"
"Rawley Sprgs. PO.","   -","Post Office","West Central","P. 14","1885 Lakes Atlas Revised 2013","722774039602"
"Rawley Springs","   -","Community","On SR 847. About 11 mi WNW of Harrisonburg.","   -","HRHS Archives # 86 Whitmer","270171545033"
"Rawley Springs","   -","Community","West Ashby","P. 9","1885 Lakes Atlas Revised 2013","122360878438"
"Rawley Springs","   -","Community","West Central","P. 14","1885 Lakes Atlas Revised 2013","31493364634"
"Rawley Springs Mennonite Church","   -","Church","Rawley Springs, east.","Mennonite","HRHS Churches Database 2013","285807723335"
"Rawley Springs Mennonite Church Cemetery","   -","Cemetery","Rawley Springs, Rockingham County, Virginia.  From Courthouse downtown Harrisonburg, Virginia, take Route 33 West.  Go 10.8 miles and church is on the right side of the and cemetery is behind the church.","   -","HRHS Cemeteries Database 2013","635823326235"
"Rawley Tnpk.","   -","Road","Harrisonburg","P. 16","1885 Lakes Atlas Revised 2013","227285120062"
"Rawley Turnpike","Harrisonburg and Rawley Springs Turnpike","Road","   -","Lake G, p.6,16,19 named 'Harrisonburg and Rawley Springs Turnpike'","HRHS Archives # 86 Whitmer","135550519761"
"Reaver Creek","Beaver Creek, Union Springs Run","Stream","Name applies to Union Springs Run and only that part of Beaver Creek from its beginning to its confluence with Briery Branch","   -","HRHS Archives # 86 Whitmer","690063988113"
"Redbanks Run","   -","Stream","Rises about 2.3 mi NNW of Briery Branch Community near 38 28 01N, 79 05 38W, flows SE about 2.8 mi into Beaver Creek near 38 26 58N, 79 03 36W, about 1.5 mi NE of Briery Branch Community.","   -","HRHS Archives # 86 Whitmer","851208106663"
"Reedy Cemetery","   -","Cemetery","Turleytown area, Rockingham County, Virginia.  Was located on the old Dingledine place, on the ridge, west of the Mundy Quarry on Route 613 south (Turleytown Road).","   -","HRHS Cemeteries Database 2013","903710961783"
"Reedy Cemetery","   -","Cemetery","Genoa, Rockingham County, Virginia. South of Route 612 approximately 1/2 mile on Reedy Run, near Oak Grove Brethren Church. Land owned by Ray & Genevea Reedy Smith, descendants of the Reedy Family.","   -","HRHS Cemeteries Database 2013","120358178049"
"Reedy Family Cemetery","   -","Cemetery","Wengers Mill, Rockingham County, Virginia. From Harrisonburg, take Route 42 North to Route 753 (Wengers Mill Road) and turn left (West). Stay on Route 753 (becomes Hollar School Road) to Route 878 (Hawse Road). Go about one-half mile and the cemetery","   -","HRHS Cemeteries Database 2013","152189459977"
"Reedy Run","   -","Stream","Rises about 4.3 mi NNW of Singers Glen, near 38 36 38N, 78 56 48W, flows NE about 3.7 mi into Shoemaker River, near 38 38 17N, 78 53 48W, about 1.6 mi SSE of Fulks Run","   -","HRHS Archives # 86 Whitmer","516351456064"
"Reservoir","   -","Resevoir","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","71255143862"
"Rest Haven Cemetery","   -","Cemetery","Harrisonburg, Rockingham County, Virginia.  From Court Square in Harrisonburg, Virginia, take Route 11 North 2.1 miles.  Cemetery is on the left side of the road.","   -","HRHS Cemeteries Database 2013","76024742725"
"Ritchie Hill","   -","Hill","Elevation about 1400'. Extends SW-NE about .8 mi. Center about 2.3 mi SSW of Fulks Run","   -","HRHS Archives # 86 Whitmer","145766105847"
"Ritchie School","   -","School","Near intersection of SR 631 and 818. About 4.6 mi W of Fulks Run.","   -","HRHS Archives # 86 Whitmer","306944543211"
"Riven Rock Mountain","   -","Mountain","Elevation about 2500'. Extends SE-NW about 2.5 mi from SE side of Goods Mountain. Center near 38 31 39N, 79 04 30W, about 1.9 mi NW of Rawley Springs.","   -","HRHS Archives # 86 Whitmer","918716865134"
"Riven Rock Mtn","   -","Mountain","West Central","P. 15","1885 Lakes Atlas Revised 2013","282373576664"
"Riven Rock Picnic Area","   -","Camp","On Dry River about 1 mi N of Rawley Springs.","   -","HRHS Archives # 86 Whitmer","285525464331"
"Riven Rocks","   -","Rocks","Rock outcropping on Riven Rock Mountain. Perhaps about 1.3 mi NW of Rawley Springs. Probably near 38 31 05N, 79 04 25W.","   -","HRHS Archives # 86 Whitmer","970369240910"
"River","N. F. S.","River","Broadway - Timberville","P. 29","1885 Lakes Atlas Revised 2013","575237274888"
"River","S.","River","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","801394721023"
"River","Shen (SF)","River","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","192003865675"
"River","Shen. S F","River","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","691950165562"
"River","South","River","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","445014037"
"River Bank","   -","Community","On SR 650 about 2.1 mi SE of McGaheysville.","   -","HRHS Archives # 86 Whitmer","193227195474"
"River Bank Mill","   -","Mill","McGaheysville","   -","HRHS Mill Books","47769021482"
"River Bank Mills","   -","Mill","On South Fork Shenandoah River. Near sr 641. About 2.5 mi E of McGaheysville.","   -","HRHS Archives # 86 Whitmer","888956663429"
"River Bank Mills","   -","Mill","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","756052185838"
"River Road","   -","Road","A road extending generally ENE-WSW along North Fork Shenandoah River. Probably begins in Shenandoah Co. at intersection of SR 617 and 736. Ends in Timberville at intersection of SR 42 and 617. Is now part of present day SR 617. Extends about 3.6 mi i","   -","HRHS Archives # 86 Whitmer","154499289770"
"River Rock Mtn (RS)","   -","Mountain","Rawley Springs","P. 27","1885 Lakes Atlas Revised 2013","812791388508"
"River Rocks (R.S.)","   -","Rocks","Rawley Springs","P. 27","1885 Lakes Atlas Revised 2013","807401712088"
"River Shen (SF)","   -","River","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","742023248022"
"River Shen.","   -","River","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","79197792769"
"River Shen. N.F.","   -","River","West Plains","P. 27","1885 Lakes Atlas Revised 2013","120401050936"
"Riverdale Mennonite Church Cemetery","   -","Cemetery","West of Dayton, Rockingham County, Virginia. From Harrisonburg take Route 42 south and pick up Route 257 (Ottobine Road) in Dayton.  Turn right on 257 and go 2.3 miles to Route 738 (Dry River Road) and turn right.  Go 1.1 miles on Route 738 and turn","   -","HRHS Cemeteries Database 2013","877209150086"
"Riverside Cemetery #","   -","Cemetery","Port Republic, Rockingham County, Virginia.  Refer to Port Republic Methodist Church Abandoned Cemetery."," # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","536900652376"
"Riverside Church","   -","Church","On SR 259. About 3.8 mi ESE of Wetzel Knob.","   -","HRHS Archives # 86 Whitmer","639881910950"
"Riverside Roller Mills","   -","Mill","Timberville","   -","HRHS Mill Books","844726584527"
"Riverside United Brethren Church","   -","Church","Fulk's Run, north of","United Brethren","HRHS Churches Database 2013","4728393214"
"Rkg Tnpk Old","   -","Road","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","581362177231"
"Rkg Tnpk.","   -","Road","Harrisonburg","P. 17","1885 Lakes Atlas Revised 2013","868699016386"
"Roach Cemetery #","   -","Cemetery","Sandy Bottom, Elkton area, Rockingham County, Virginia.  From Harrisonburg, Virginia, take Route 33 East.  Pass through Elkton and continue east to Beldor Road (Route 628) and take a right.  Go to Sandy Bottom Road (Route 626) and turn left.  Church"," # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","974345526436"
"Roadcap Family Cemetery","   -","Cemetery","Fulks Run, Rockingham County, Virginia. From Fulks Run Grocery, turn from Route 259 onto Route 612.  After about 2 miles, turn right onto Highway 817 toward Mountain Grove Church of the Brethren.  Go past Mt. Carmel United Methodist Church.  Turn int","   -","HRHS Cemeteries Database 2013","55874654446"
"Roadside","   -","Community","   -","   -","HRHS Archives # 86 Whitmer","259457365364"
"Roadside School","   -","School","On SR 628. about 4.2 mi ESE of Rocky Bar.","   -","HRHS Archives # 86 Whitmer","224117646610"
"Roark","   -","Community","   -","   -","Other Sources","394500738798"
"Roark Hill","   -","Hill","Elevation about 1200'. About 1.7 mi SE of 10th Legion","   -","HRHS Archives # 86 Whitmer","994495468997"
"Roark Post Office","O'Roark, Rourke","Post Office","   -","   -","HRHS Archives # 86 Whitmer","651700856977"
"Robert Farley Farm Cemetery (#)","   -","Cemetery","Dayton area, Rockingham County, Virginia. From Harrisonburg go south on Rt. 42 (John Wayland Highway) to Dayton. Turn west (right) on Rt 257 (Ottobine Rd) and go 2 miles to the Dry River Bridge. Continue over the bridge for one tenth mile and turn no"," # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","304513668326"
"Rocco","   -","Mill","Harrisonburg","   -","HRHS Mill Books","261692184900"
"Rock Run Mtn.","   -","Mountain","West Ashby","P. 9","1885 Lakes Atlas Revised 2013","103168848684"
"Rock Spring","   -","Spring","About 2.7 mi S of Lairds Knob. Spring water flows about .4 mi into Quail Run. One of the springs at the Rockingham Springs Resort.","   -","HRHS Archives # 86 Whitmer","812390257311"
"Rock Spring","   -","Spring","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","210798525924"
"Rockingham","Pleasant Valley","Community","   -","Early name for Pleasant Valley","Other Sources","30403496366"
"Rockingham","Pleasant Valley, Pleasant Valley Station","Community","   -","   -","HRHS Archives # 86 Whitmer","619907463251"
"Rockingham Co. Bld","   -","Structure","McGaheysville","P. 27","1885 Lakes Atlas Revised 2013","329892063445"
"Rockingham Cooperative Farm Bureau","   -","Mill","Harrisonburg","   -","HRHS Mill Books","767359336857"
"Rockingham Milling Company","   -","Mill","Harrisonburg","   -","HRHS Mill Books","683456260817"
"Rockingham Mills","   -","Mill","North River","   -","HRHS Mill Books","994684683073"
"Rockingham Orchard Company","   -","Business","At intersection of SR 881 and 789. About 2 mi NW of Timberville","   -","HRHS Archives # 86 Whitmer","398552657492"
"Rockingham Post Office","Pleasant Valley","Post Office","   -","   -","HRHS Archives # 86 Whitmer","537009581500"
"Rockingham Spgs.","   -","Spring","Stonewall","P. 30","1885 Lakes Atlas Revised 2013","36916264403"
"Rockingham Springs","Hopkins Spring","Spring","   -","   -","HRHS Archives # 86 Whitmer","902944930223"
